STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
53,033,004800,3,1387,+47.655808,-122.359397
53,033,004800,4,1244,+47.664416,-122.363741
53,033,004901,1,1266,+47.663601,-122.351758
53,033,004901,2,1475,+47.659927,-122.353147
53,033,004901,3,1105,+47.659940,-122.349264
53,033,004902,1,1729,+47.654993,-122.350539
53,033,004902,2,1414,+47.652311,-122.352024
53,033,005000,1,1754,+47.662770,-122.341205
53,033,005000,2,1084,+47.657949,-122.342817
53,033,005000,3,1685,+47.660403,-122.344054
53,033,005100,1,1470,+47.662408,-122.332379
53,033,005100,2,1375,+47.657971,-122.332062
53,033,005100,3,1167,+47.653906,-122.332214
53,033,005201,1,1332,+47.657067,-122.325482
53,033,005201,2,1340,+47.662245,-122.325613
53,033,005201,3,1226,+47.662780,-122.319452
53,033,005202,1,1231,+47.660382,-122.319384
53,033,005202,2,1201,+47.656412,-122.319399
53,033,005202,3,1163,+47.658445,-122.320143
53,033,005303,1,1601,+47.654343,-122.316412
53,033,005303,2,3709,+47.659701,-122.304472
53,033,005304,1,1865,+47.655692,-122.316291
53,033,005304,2,1641,+47.656113,-122.313857
53,033,005305,1,1354,+47.658506,-122.314048
53,033,005305,2,1531,+47.658267,-122.316413
53,033,005306,1,1678,+47.663786,-122.312867
53,033,005306,2,1456,+47.663106,-122.316109
53,033,005307,1,936,+47.662840,-122.310261
53,033,005307,2,714,+47.662609,-122.308933
53,033,005307,3,1271,+47.662847,-122.307468
53,033,005401,1,1253,+47.651639,-122.343955
53,033,005401,2,1339,+47.649134,-122.334361
53,033,005401,3,1261,+47.649157,-122.341258
53,033,005402,1,1188,+47.653347,-122.338514
53,033,005402,2,1138,+47.654440,-122.342127
53,033,005402,3,936,+47.654623,-122.345628
53,033,005600,1,1559,+47.649781,-122.406898
53,033,005600,2,1375,+47.649407,-122.413402
53,033,005600,3,1434,+47.638913,-122.406474
53,033,005600,4,1357,+47.642482,-122.405095
53,033,005600,5,1405,+47.636441,-122.394581
53,033,005700,1,1346,+47.662841,-122.408696
53,033,005700,2,1182,+47.648908,-122.397345
53,033,005700,3,1376,+47.643264,-122.395683
53,033,005700,4,1300,+47.653176,-122.399504
53,033,005700,5,1382,+47.659153,-122.398346
53,033,005801,1,1331,+47.651062,-122.384787
53,033,005801,2,1727,+47.651418,-122.389604
53,033,005801,3,1360,+47.654991,-122.390571
53,033,005801,4,1698,+47.654457,-122.383533
53,033,005803,1,1731,+47.646173,-122.386248
53,033,005803,2,1616,+47.639078,-122.388264
53,033,005804,1,1319,+47.639752,-122.377656
53,033,005804,2,1674,+47.640763,-122.374780
53,033,005901,1,1295,+47.653248,-122.371776
53,033,005901,2,1056,+47.648267,-122.364272
53,033,005901,3,1219,+47.651012,-122.365771
53,033,005902,1,1415,+47.645205,-122.373311
53,033,005902,2,1337,+47.645355,-122.369737
53,033,005902,3,1375,+47.642247,-122.364232
53,033,006000,1,1641,+47.640476,-122.344101
53,033,006000,2,1464,+47.643402,-122.350914
53,033,006000,3,1533,+47.643178,-122.357461
53,033,006000,4,1423,+47.648061,-122.357314
53,033,006100,1,1319,+47.648729,-122.319797
53,033,006100,2,1221,+47.641878,-122.317853
53,033,006100,3,808,+47.644454,-122.325995
53,033,006100,4,891,+47.647486,-122.324384
53,033,006100,5,1428,+47.641232,-122.327111
53,033,006200,1,1516,+47.638808,-122.300195
53,033,006200,2,1536,+47.640423,-122.305456
53,033,006200,3,1023,+47.635286,-122.308436
53,033,006300,1,1343,+47.637737,-122.282630
53,033,006300,2,1502,+47.631861,-122.289538
53,033,006300,3,1318,+47.639044,-122.277971
53,033,006300,4,1367,+47.631948,-122.280242
53,033,006400,1,1132,+47.627672,-122.299401
53,033,006400,2,988,+47.629048,-122.310704
53,033,006400,3,1300,+47.628842,-122.305525
53,033,006500,1,1553,+47.634477,-122.318984
53,033,006500,2,1477,+47.625871,-122.316349
53,033,006500,3,1642,+47.626493,-122.323214
53,033,006600,1,1070,+47.634342,-122.325706
53,033,006600,2,1851,+47.638322,-122.326784
53,033,006600,3,1140,+47.630291,-122.324784
53,033,006701,1,1286,+47.629713,-122.342875
53,033,006701,2,1140,+47.629704,-122.341511
53,033,006701,3,1634,+47.634751,-122.342235
53,033,006702,1,1155,+47.627765,-122.348229
53,033,006702,2,1064,+47.626575,-122.342172
53,033,006702,3,1037,+47.627686,-122.345155
53,033,006703,1,1042,+47.636905,-122.348278
53,033,006703,2,1011,+47.633655,-122.345960
53,033,006703,3,1206,+47.630957,-122.346990
53,033,006800,1,1247,+47.636961,-122.352980
53,033,006800,2,1070,+47.633677,-122.357517
53,033,006800,3,1024,+47.637411,-122.358974
53,033,006900,1,1527,+47.638371,-122.369009
53,033,006900,2,1620,+47.635336,-122.366959
53,033,006900,3,1551,+47.630353,-122.365688
53,033,007001,1,1341,+47.629271,-122.360057
53,033,007001,2,1293,+47.625597,-122.362521
53,033,007001,3,1123,+47.625950,-122.358579
53,033,007002,1,1271,+47.630630,-122.356506
53,033,007002,2,1312,+47.628640,-122.354269
53,033,007002,3,1398,+47.626105,-122.353684
53,033,007101,1,1635,+47.621142,-122.356796
53,033,007101,2,1586,+47.621463,-122.354385
53,033,007102,1,1345,+47.623408,-122.362358
53,033,007102,2,1316,+47.622564,-122.359437
53,033,007201,1,1752,+47.616521,-122.345978
53,033,007201,2,1108,+47.617793,-122.348256
53,033,007201,3,1786,+47.617122,-122.343894
53,033,007202,1,1473,+47.614563,-122.342365
53,033,007202,2,808,+47.613305,-122.339631
53,033,007202,3,1867,+47.616515,-122.340002
53,033,007203,1,1750,+47.621669,-122.341522
53,033,007203,2,1671,+47.620325,-122.346107
53,033,007301,1,1538,+47.621481,-122.330906
53,033,007301,2,1220,+47.622708,-122.332367
53,033,007301,3,978,+47.624076,-122.330657
53,033,007302,1,1176,+47.614879,-122.335226
53,033,007302,2,2029,+47.616900,-122.332538
53,033,007302,3,2085,+47.617063,-122.337016
53,033,007303,1,1440,+47.623027,-122.335040
53,033,007303,2,1412,+47.619994,-122.333689
53,033,007303,3,1028,+47.619148,-122.337837
53,033,007403,1,1306,+47.624013,-122.322400
53,033,007403,2,1239,+47.621843,-122.323175
53,033,007404,1,1509,+47.624080,-122.326036
53,033,007404,2,1290,+47.622121,-122.326192
53,033,007405,1,1421,+47.618606,-122.322505
53,033,007405,2,1380,+47.617293,-122.324868
53,033,007406,1,1220,+47.620300,-122.324759
53,033,007406,2,1369,+47.618534,-122.326808
53,033,007501,1,1286,+47.620902,-122.318594
53,033,007501,2,1233,+47.623100,-122.318193
53,033,007501,3,1396,+47.622460,-122.314520
53,033,007502,1,1131,+47.616246,-122.314799
53,033,007502,2,1344,+47.618874,-122.315405
53,033,007502,3,999,+47.617277,-122.318304
53,033,007503,1,1252,+47.613768,-122.318202
53,033,007503,2,1208,+47.614000,-122.314393
53,033,007600,1,1358,+47.624144,-122.307876
53,033,007600,2,1552,+47.619887,-122.305325
53,033,007600,3,1434,+47.620921,-122.310059
53,033,007700,1,1326,+47.619016,-122.294095
53,033,007700,2,1110,+47.622936,-122.298807
53,033,007700,3,1305,+47.615111,-122.299421
53,033,007700,4,1649,+47.619301,-122.300071
53,033,007800,1,1284,+47.610224,-122.285267
53,033,007800,2,1541,+47.609084,-122.288611
53,033,007800,3,1160,+47.613905,-122.289168
53,033,007800,4,1300,+47.619419,-122.288350
53,033,007901,1,1376,+47.616809,-122.310830
53,033,007901,2,1431,+47.612816,-122.310750
53,033,007902,1,1096,+47.617301,-122.307085
53,033,007902,2,1324,+47.616246,-122.303890
53,033,007902,3,1262,+47.612324,-122.306177
53,033,008002,1,1347,+47.611087,-122.341808
53,033,008002,2,1393,+47.613033,-122.348116
53,033,008002,3,1679,+47.612072,-122.343443
53,033,008003,1,1417,+47.614380,-122.346292
53,033,008003,2,1468,+47.616090,-122.348827
53,033,008003,3,1234,+47.617842,-122.353749
53,033,008004,1,1307,+47.615672,-122.351395
53,033,008004,2,956,+47.614713,-122.351754
53,033,008004,3,1147,+47.616215,-122.353516
53,033,008101,1,871,+47.608999,-122.342475
53,033,008101,2,1032,+47.608361,-122.339316
53,033,008101,3,905,+47.606381,-122.338684
53,033,008102,1,1521,+47.609399,-122.337576
53,033,008102,2,1484,+47.602991,-122.332510
53,033,008200,1,1878,+47.612438,-122.332839
53,033,008200,2,1369,+47.608362,-122.328288
53,033,008200,3,1555,+47.610962,-122.329573
53,033,008300,1,2063,+47.610588,-122.326093
53,033,008300,2,1354,+47.613111,-122.328539
53,033,008401,1,989,+47.614450,-122.322583
53,033,008401,2,1168,+47.612163,-122.324527
53,033,008401,3,1312,+47.611010,-122.322842
53,033,008402,1,1075,+47.615526,-122.325254
53,033,008402,2,909,+47.615541,-122.327519
53,033,008402,3,1028,+47.613957,-122.324711
53,033,008500,1,1305,+47.606281,-122.326341
53,033,008500,2,1973,+47.604310,-122.322235
53,033,008500,3,1186,+47.603515,-122.327085
53,033,008600,1,1643,+47.609466,-122.315216
53,033,008600,2,2113,+47.602999,-122.317150
53,033,008600,3,2405,+47.608097,-122.318470
53,033,008600,4,1478,+47.605013,-122.318917
53,033,008700,1,1427,+47.608316,-122.307281
53,033,008700,2,1284,+47.603944,-122.304741
53,033,008700,3,1533,+47.603538,-122.309758
53,033,008800,1,1428,+47.610979,-122.297636
53,033,008800,2,1301,+47.606974,-122.296687
53,033,008800,3,1093,+47.602921,-122.297220
53,033,008900,1,1280,+47.596588,-122.288428
53,033,008900,2,1449,+47.594708,-122.295108
53,033,008900,3,1441,+47.600088,-122.297496
53,033,008900,4,1455,+47.595159,-122.299899
53,033,009000,1,1533,+47.598564,-122.311382
53,033,009000,2,1613,+47.599509,-122.307120
53,033,009000,3,1138,+47.596698,-122.303787
53,033,009100,1,1292,+47.598449,-122.321136
53,033,009100,2,1643,+47.597812,-122.325559
53,033,009200,1,1760,+47.600332,-122.326474
53,033,009200,2,1614,+47.600693,-122.332788
53,033,009300,1,917,+47.590157,-122.319448
53,033,009300,2,1435,+47.593927,-122.333428
53,033,009300,3,1259,+47.571004,-122.321042
53,033,009400,1,1233,+47.587943,-122.313931
53,033,009400,2,1471,+47.584300,-122.306827
53,033,009400,3,1266,+47.584294,-122.314098
53,033,009400,4,1369,+47.592550,-122.307736
53,033,009400,5,1227,+47.590520,-122.314460
53,033,009500,1,1704,+47.585799,-122.290762
53,033,009500,2,1861,+47.586979,-122.298000
53,033,009500,3,1435,+47.575637,-122.286837
53,033,009500,4,1747,+47.576546,-122.294124
53,033,009600,1,1523,+47.584379,-122.383081
53,033,009600,2,1426,+47.589391,-122.390501
53,033,009600,3,1461,+47.583382,-122.392638
53,033,009600,4,1437,+47.587791,-122.388033
53,033,009701,1,1413,+47.576397,-122.414141
53,033,009701,2,1617,+47.566095,-122.404341
53,033,009701,3,1458,+47.578687,-122.406860
53,033,009701,4,1467,+47.573221,-122.408709
53,033,009702,1,1485,+47.576852,-122.392099
53,033,009702,2,1428,+47.578741,-122.398342
53,033,009702,3,1486,+47.563703,-122.394136
53,033,009702,4,1512,+47.568910,-122.397611
53,033,009801,1,975,+47.578616,-122.385632
53,033,009801,2,1419,+47.575944,-122.379293
53,033,009801,3,1452,+47.573593,-122.385539
53,033,009802,1,1105,+47.568282,-122.379189
53,033,009802,2,1188,+47.564621,-122.384743
53,033,009802,3,1230,+47.569090,-122.386314
53,033,009900,1,1336,+47.570152,-122.374370
53,033,009900,2,1595,+47.563670,-122.372840
53,033,009900,3,1821,+47.564672,-122.360530
53,033,009900,4,1505,+47.570762,-122.369226
53,033,010001,1,1196,+47.572993,-122.301293
53,033,010001,2,1613,+47.565957,-122.313549
53,033,010001,3,1717,+47.564193,-122.297370
53,033,010002,1,1531,+47.573324,-122.308997
53,033,010002,2,1541,+47.577867,-122.313772
53,033,010002,3,1789,+47.578507,-122.307841
53,033,010101,1,1203,+47.570538,-122.293255
53,033,010101,2,1707,+47.564732,-122.294042
53,033,010101,3,1418,+47.563989,-122.288000
53,033,010102,1,1441,+47.564210,-122.273279
53,033,010102,2,1473,+47.567484,-122.283356
53,033,010102,3,1468,+47.570931,-122.288257
53,033,010200,1,1583,+47.556115,-122.266425
53,033,010200,2,1079,+47.548058,-122.264152
53,033,010200,3,1205,+47.549333,-122.272928
53,033,010200,4,1168,+47.555541,-122.272610
53,033,010301,1,1221,+47.555846,-122.277890
53,033,010301,2,1251,+47.549311,-122.279276
53,033,010301,3,1378,+47.550064,-122.284784
53,033,010302,1,1395,+47.559502,-122.289451
53,033,010302,2,1188,+47.555747,-122.286885
53,033,010302,3,1184,+47.557812,-122.282869
53,033,010401,1,1236,+47.557062,-122.294337
53,033,010401,2,1718,+47.554136,-122.297008
53,033,010401,3,1560,+47.548338,-122.294491
53,033,010402,1,1457,+47.551376,-122.309937
53,033,010402,2,1258,+47.557577,-122.308542
53,033,010402,3,990,+47.550620,-122.303913
53,033,010402,4,1392,+47.556832,-122.314919
53,033,010501,1,1869,+47.559056,-122.382147
53,033,010501,2,1524,+47.555374,-122.379527
53,033,010501,3,1385,+47.561890,-122.379407
53,033,010502,1,1247,+47.560537,-122.390422
53,033,010502,2,1197,+47.554970,-122.391869
53,033,010502,3,1301,+47.556297,-122.386565
53,033,010502,4,1549,+47.560977,-122.385433
53,033,010601,1,1308,+47.550292,-122.382441
53,033,010601,2,1373,+47.546637,-122.382928
53,033,010601,3,1393,+47.542483,-122.382553
53,033,010602,1,1411,+47.542927,-122.390988
53,033,010602,2,1360,+47.550734,-122.397351
53,033,010602,3,1220,+47.549437,-122.390083
53,033,010701,1,1780,+47.536667,-122.366980
53,033,010701,2,1077,+47.544196,-122.363273
53,033,010701,3,1264,+47.549283,-122.365640
53,033,010702,1,1187,+47.550444,-122.372797
53,033,010702,2,1933,+47.546291,-122.371485
53,033,010702,3,1416,+47.543833,-122.374272
53,033,010800,1,1529,+47.540946,-122.351522
53,033,010800,2,1618,+47.542972,-122.357395
53,033,010800,3,1916,+47.555274,-122.360736
53,033,010900,1,617,+47.542195,-122.321193
53,033,010900,2,840,+47.549299,-122.324295
53,033,011001,1,1562,+47.533615,-122.281930
53,033,011001,2,1456,+47.542106,-122.286782
53,033,011001,3,1772,+47.537664,-122.287580
53,033,011002,1,1400,+47.539425,-122.298054
53,033,011002,2,1590,+47.544040,-122.296743
53,033,011002,3,1600,+47.540504,-122.293357
53,033,011101,1,1880,+47.539758,-122.277863
53,033,011101,2,814,+47.536591,-122.279074
53,033,011101,3,1524,+47.534913,-122.275227
53,033,011101,4,1529,+47.543540,-122.279312
53,033,011102,1,1367,+47.540353,-122.264309
53,033,011102,2,1207,+47.543655,-122.271233
53,033,011102,3,802,+47.534464,-122.271337
53,033,011102,4,1276,+47.536368,-122.268710
53,033,011200,1,1426,+47.523573,-122.327027
53,033,011200,2,1252,+47.529002,-122.321047
53,033,011200,3,1058,+47.524587,-122.317386
53,033,011300,1,2107,+47.528918,-122.341205
53,033,011300,2,1213,+47.519031,-122.349068
53,033,011300,3,995,+47.522722,-122.350055
53,033,011300,4,1134,+47.527926,-122.351491
53,033,011300,5,1151,+47.531445,-122.349697
53,033,011401,1,1358,+47.531449,-122.364038
53,033,011401,2,1331,+47.526530,-122.363352
53,033,011401,3,1537,+47.530532,-122.357858
53,033,011402,1,1194,+47.523070,-122.362355
53,033,011402,2,1493,+47.520348,-122.357819
53,033,011402,3,1512,+47.519080,-122.369635
53,033,011500,1,1372,+47.532701,-122.372562
53,033,011500,2,1540,+47.524971,-122.376599
53,033,011500,3,1540,+47.533467,-122.378304
53,033,011601,1,1918,+47.526028,-122.386099
53,033,011601,2,1637,+47.520750,-122.387208
53,033,011602,1,1033,+47.537697,-122.383822
53,033,011602,2,1097,+47.531990,-122.384986
53,033,011602,3,1191,+47.537071,-122.391817
53,033,011700,1,1634,+47.526689,-122.279560
53,033,011700,2,1442,+47.522579,-122.287093
53,033,011700,3,1401,+47.525541,-122.284850
53,033,011700,4,1180,+47.514927,-122.273256
53,033,011801,1,1327,+47.528630,-122.265883
53,033,011801,2,1137,+47.529395,-122.274257
53,033,011801,3,1330,+47.525298,-122.271482
53,033,011802,1,1348,+47.516201,-122.262361
53,033,011802,2,1378,+47.519525,-122.260593
53,033,011802,3,1497,+47.520374,-122.268287
53,033,011901,1,1322,+47.509615,-122.265081
53,033,011901,2,1105,+47.504158,-122.264210
53,033,011901,3,1291,+47.498473,-122.264581
53,033,011902,1,1317,+47.510045,-122.254290
53,033,011902,2,1317,+47.505472,-122.246027
53,033,011902,3,1235,+47.505328,-122.255216
53,033,012000,1,1184,+47.513941,-122.375352
53,033,012000,2,1221,+47.510252,-122.380776
53,033,012000,3,1155,+47.514601,-122.385555
53,033,012100,1,1180,+47.510415,-122.389768
53,033,012100,2,1613,+47.504091,-122.376858
53,033,020100,1,1151,+47.773045,-122.379960
53,033,020100,2,1104,+47.768775,-122.385193
53,033,020100,3,1080,+47.774725,-122.387380
53,033,020200,1,1425,+47.774170,-122.356394
53,033,020200,2,1419,+47.767171,-122.358012
53,033,020200,3,1514,+47.772027,-122.372579
53,033,020200,4,1529,+47.773527,-122.365761
53,033,020301,1,1655,+47.774725,-122.346321
53,033,020301,2,2099,+47.773366,-122.337049
53,033,020302,1,1360,+47.765988,-122.344449
53,033,020302,2,1110,+47.769131,-122.343965
53,033,020302,3,1248,+47.767112,-122.333467
53,033,020401,1,1546,+47.774247,-122.313405
53,033,020401,2,1130,+47.771159,-122.324263
53,033,020401,3,1241,+47.767557,-122.314818
53,033,020402,1,1356,+47.773773,-122.297053
53,033,020402,2,1294,+47.766107,-122.299790
53,033,020402,3,1490,+47.767525,-122.290369
53,033,020402,4,1542,+47.773166,-122.305928
53,033,020500,1,1415,+47.762223,-122.312381
53,033,020500,2,1374,+47.756649,-122.308566
53,033,020500,3,1287,+47.751052,-122.309884
53,033,020500,4,1588,+47.753856,-122.319782
53,033,020500,5,1787,+47.758834,-122.316713
53,033,020600,1,821,+47.760658,-122.330223
53,033,020600,2,1049,+47.753150,-122.326407
53,033,020600,3,1272,+47.753437,-122.335215
53,033,020600,4,700,+47.760547,-122.337523
53,033,020700,1,1539,+47.753137,-122.343375
53,033,020700,2,1386,+47.759766,-122.346426
53,033,020700,3,1245,+47.754589,-122.351344
53,033,020800,1,1466,+47.761699,-122.363237
53,033,020800,2,1542,+47.756664,-122.357324
53,033,020800,3,1591,+47.759600,-122.373618
53,033,020900,1,1181,+47.746122,-122.349969
53,033,020900,2,1322,+47.737330,-122.351216
53,033,020900,3,1197,+47.744995,-122.363233
53,033,021000,1,979,+47.742934,-122.326351
53,033,021000,2,1116,+47.737126,-122.332094
53,033,021000,3,1617,+47.737658,-122.341272
53,033,021000,4,1159,+47.745090,-122.340707
53,033,021000,5,1095,+47.744995,-122.333876
53,033,021100,1,1624,+47.744903,-122.318477
53,033,021100,2,1172,+47.737901,-122.319168
53,033,021100,3,1747,+47.736926,-122.310259
53,033,021300,1,1752,+47.739045,-122.287714
53,033,021300,2,1055,+47.736314,-122.297824
53,033,021300,3,1223,+47.742864,-122.293516
53,033,021400,1,1045,+47.753921,-122.283982
53,033,021400,2,1707,+47.749067,-122.294915
53,033,021400,3,1155,+47.759764,-122.299651
53,033,021500,1,1193,+47.773010,-122.282162
53,033,021500,2,1099,+47.760543,-122.269143
53,033,021500,3,1072,+47.761821,-122.277804
53,033,021500,4,1258,+47.770529,-122.272757
53,033,021600,1,1649,+47.773599,-122.262920
53,033,021600,2,1545,+47.760672,-122.255369
53,033,021600,3,1295,+47.768601,-122.253762
53,033,021600,4,969,+47.766334,-122.259975
53,033,021701,1,1413,+47.768135,-122.246992
53,033,021701,2,1557,+47.772256,-122.238601
53,033,021701,3,1634,+47.771968,-122.229697
53,033,021702,1,1962,+47.755458,-122.230775
53,033,021702,2,1013,+47.760410,-122.230683
53,033,021702,3,1681,+47.760607,-122.241288
53,033,021802,1,1397,+47.770765,-122.173384
53,033,021802,2,1056,+47.760500,-122.171085
53,033,021802,3,1841,+47.764074,-122.164650
53,033,021802,4,1796,+47.773179,-122.165449
53,033,021803,1,1635,+47.771676,-122.210785
53,033,021803,2,1615,+47.762121,-122.214578
53,033,021803,3,1615,+47.756347,-122.212599
53,033,021803,4,1232,+47.769226,-122.217812
53,033,021804,1,1441,+47.773111,-122.198560
53,033,021804,2,1501,+47.763542,-122.197571
53,033,021804,3,1653,+47.766743,-122.200646
53,033,021804,4,1037,+47.758871,-122.196785
53,033,021903,1,1650,+47.713049,-122.172224
53,033,021903,2,1540,+47.717997,-122.179616
53,033,021903,3,1596,+47.722843,-122.182072
53,033,021903,4,1401,+47.728979,-122.180716
53,033,021904,1,1622,+47.719901,-122.159292
53,033,021904,2,1515,+47.720348,-122.163742
53,033,021904,3,1146,+47.728777,-122.172120
53,033,021904,4,1479,+47.723005,-122.170076
53,033,021905,1,1661,+47.747805,-122.183425
53,033,021905,2,1252,+47.737990,-122.184405
53,033,021905,3,1590,+47.750544,-122.177241
53,033,021905,4,1037,+47.735397,-122.178870
53,033,021906,1,1244,+47.746162,-122.169493
53,033,021906,2,1602,+47.733212,-122.166796
53,033,021906,3,1827,+47.737951,-122.171891
53,033,022001,1,1980,+47.740643,-122.193220
53,033,022001,2,1662,+47.752489,-122.199865
53,033,022001,3,1928,+47.740609,-122.203430
53,033,022003,1,1338,+47.729264,-122.193752
53,033,022003,2,1328,+47.721431,-122.194417
53,033,022003,3,1233,+47.722714,-122.203804
53,033,022003,4,1210,+47.730084,-122.202323
53,033,022005,1,1572,+47.716804,-122.197487
53,033,022005,2,1359,+47.707266,-122.192438
53,033,022005,3,1185,+47.712734,-122.191963
53,033,022005,4,1016,+47.713518,-122.203234
53,033,022006,1,1450,+47.702308,-122.197807
53,033,022006,2,1178,+47.707887,-122.203390
53,033,022006,3,1307,+47.706307,-122.207873
53,033,022101,1,1476,+47.743547,-122.245603
53,033,022101,2,1160,+47.741880,-122.257316
53,033,022101,3,1358,+47.736230,-122.242039
53,033,022101,4,1263,+47.746634,-122.252296
53,033,022102,1,1590,+47.736724,-122.214502
53,033,022102,2,1675,+47.747787,-122.225571
53,033,022102,3,1790,+47.744065,-122.234510
53,033,022102,4,1866,+47.736106,-122.228162
53,033,022201,1,1534,+47.730800,-122.231567
53,033,022201,2,1511,+47.724348,-122.225310
53,033,022201,3,1538,+47.727588,-122.239162
53,033,022203,1,1373,+47.713956,-122.223273
53,033,022203,2,1326,+47.715130,-122.232342
53,033,022203,3,1269,+47.705979,-122.221899
53,033,022203,4,1451,+47.704650,-122.232383
53,033,022204,1,1318,+47.730240,-122.217126
53,033,022204,2,1186,+47.724981,-122.213861
53,033,022204,3,1311,+47.721321,-122.215090
53,033,022205,1,1460,+47.706480,-122.213125
53,033,022205,2,1224,+47.715259,-122.211984
53,033,022205,3,1387,+47.710543,-122.212677
53,033,022300,1,1693,+47.719565,-122.250877
53,033,022300,2,1185,+47.706621,-122.240662
53,033,022401,1,1836,+47.698204,-122.196849
53,033,022401,2,1532,+47.689722,-122.206073
53,033,022401,3,677,+47.690430,-122.197850
53,033,022402,1,2235,+47.679362,-122.204809
53,033,022402,2,1563,+47.689027,-122.213051
53,033,022402,3,1746,+47.682673,-122.201570
53,033,022501,1,1391,+47.692328,-122.187792
53,033,022501,2,1586,+47.684239,-122.187498
53,033,022501,3,1413,+47.672126,-122.190839
53,033,022502,1,1641,+47.672222,-122.204870
53,033,022502,2,1380,+47.677174,-122.196575
53,033,022502,3,1704,+47.673088,-122.199626
53,033,022603,1,1883,+47.702509,-122.171222
53,033,022603,2,1419,+47.695312,-122.169165
53,033,022603,3,1692,+47.696077,-122.176839
53,033,022603,4,1494,+47.686878,-122.173050
53,033,022604,1,1980,+47.680500,-122.170057
53,033,022604,2,1593,+47.673680,-122.179271
53,033,022604,3,1665,+47.671460,-122.169069
53,033,022605,1,2019,+47.677448,-122.140999
53,033,022605,2,1713,+47.680530,-122.154112
53,033,022605,3,2568,+47.702376,-122.163298
53,033,022606,1,1414,+47.671104,-122.148468
53,033,022606,2,1428,+47.662689,-122.156207
53,033,022606,3,1957,+47.672167,-122.158507
53,033,022606,4,1261,+47.663430,-122.148263
53,033,022701,1,1546,+47.664286,-122.204926
53,033,022701,2,1738,+47.649525,-122.202753
53,033,022702,1,1469,+47.663914,-122.194074
53,033,022702,2,1485,+47.656480,-122.191671
53,033,022702,3,1231,+47.654245,-122.198117
53,033,022703,1,1489,+47.660580,-122.173657
53,033,022703,2,1166,+47.664741,-122.180447
53,033,022802,1,1758,+47.658986,-122.130440
53,033,022802,2,1566,+47.664995,-122.136960
53,033,022802,3,859,+47.671446,-122.140407
53,033,022802,4,1332,+47.671117,-122.135725
53,033,022803,1,1416,+47.641629,-122.126107
53,033,022803,2,1974,+47.633288,-122.135231
53,033,022803,3,0,+47.650245,-122.137942
53,033,022803,4,4176,+47.650476,-122.126956
53,033,022804,1,1446,+47.641316,-122.145985
53,033,022804,2,1706,+47.643262,-122.145657
53,033,022804,3,1784,+47.636060,-122.147540
53,033,022805,1,1209,+47.651074,-122.145810
53,033,022805,2,1518,+47.644726,-122.157418
53,033,022805,3,1454,+47.651854,-122.147987
53,033,022901,1,1625,+47.633799,-122.120812
53,033,022901,2,1375,+47.640372,-122.115271
53,033,022902,1,1727,+47.630653,-122.097387
53,033,022902,2,1954,+47.635773,-122.106175
53,033,022902,3,1612,+47.650913,-122.112008
53,033,022902,4,1528,+47.640331,-122.101385
53,033,023000,1,1438,+47.620570,-122.097960
53,033,023000,2,1268,+47.624917,-122.112559
53,033,023000,3,3052,+47.628647,-122.127121
53,033,023000,4,1435,+47.623439,-122.103615
53,033,023100,1,1134,+47.617396,-122.112373
53,033,023100,2,1402,+47.617859,-122.118930
53,033,023100,3,1622,+47.604899,-122.113474
53,033,023201,1,1873,+47.614688,-122.136247
53,033,023201,2,1782,+47.619750,-122.137199
53,033,023201,3,1340,+47.623074,-122.135068
53,033,023201,4,1657,+47.625303,-122.137389
53,033,023202,1,2071,+47.622701,-122.129051
53,033,023202,2,1259,+47.612853,-122.126623
53,033,023202,3,1687,+47.620308,-122.124125
53,033,023300,1,1556,+47.593828,-122.122866
53,033,023300,2,1920,+47.600261,-122.133647
53,033,023300,3,1728,+47.605681,-122.133880
53,033,023300,4,1691,+47.605274,-122.122043
53,033,023401,1,1178,+47.593626,-122.137315
53,033,023401,2,1692,+47.590383,-122.148971
53,033,023401,3,1336,+47.588022,-122.141731
53,033,023403,1,1819,+47.574443,-122.114009
53,033,023403,2,1196,+47.583723,-122.124141
53,033,023403,3,1356,+47.583536,-122.115949
53,033,023404,1,1901,+47.566121,-122.090987
53,033,023404,2,1541,+47.561548,-122.083202
53,033,023500,1,1334,+47.593340,-122.169843
53,033,023500,2,1237,+47.586606,-122.170185
53,033,023500,3,1492,+47.589262,-122.176054
53,033,023601,1,1542,+47.617950,-122.170701
53,033,023601,2,1673,+47.610872,-122.177922
53,033,023601,3,1197,+47.610887,-122.167521
53,033,023603,1,1264,+47.613530,-122.153107
53,033,023603,2,1573,+47.614421,-122.145782
53,033,023603,3,1409,+47.621804,-122.150515
53,033,023603,4,1346,+47.618474,-122.156211
53,033,023603,5,1113,+47.620992,-122.156601
53,033,023604,1,2128,+47.606079,-122.149056
53,033,023604,2,1260,+47.599949,-122.147459
53,033,023604,3,1947,+47.596146,-122.159398
53,033,023604,4,1246,+47.593476,-122.153876
53,033,023701,1,1372,+47.642179,-122.190817
53,033,023701,2,1517,+47.638023,-122.175910
53,033,023701,3,1365,+47.637503,-122.167280
53,033,023702,1,1094,+47.625085,-122.178314
53,033,023702,2,71,+47.626465,-122.169876
53,033,023801,1,1671,+47.605802,-122.198319
53,033,023801,2,1865,+47.596557,-122.189256
